################################
# orbit and GW data for:
#    E = -0.03445 l = 3.7
################################
# t  r(t)  phi(t)  Hplus(t)  Hcross(t)
661 11.78042791244012 22.93140863579673 7.546780659113076e-07 1.0817816309860082e-06
662 11.650049143827356 22.958367878378414 7.446280230552775e-07 1.1273304372630736e-06
663 11.518731129763797 22.98593962080685 7.340126453444715e-07 1.1727175711043376e-06
664 11.386501029509427 23.014149558222822 7.227549867425413e-07 1.2182514291562366e-06
665 11.253388136858232 23.043024624967426 7.108557299346238e-07 1.263825069185761e-06
666 11.119424176842735 23.072593165112007 6.98342935637528e-07 1.3092246790877369e-06
667 10.98464363368646 23.102885100324162 6.852083457458726e-07 1.3544330763118058e-06
668 10.849083750803938 23.13393192986778 6.714403037937718e-07 1.3994430676994639e-06
669 10.712784530800699 23.165766730603018 6.570259371029604e-07 1.4442458904914213e-06
670 10.575788827107367 23.19842419836368 6.419511613079288e-07 1.4888309652675256e-06
671 10.438143127137453 23.231940973389715 6.262006917270347e-07 1.5331856405722101e-06
672 10.299897236975363 23.26635547289363 6.097580620534175e-07 1.577294929404143e-06
673 10.16110493843372 23.301708228918915 5.926056508312959e-07 1.6211412378908932e-06
674 10.021824136565371 23.338041959039717 5.747247162604034e-07 1.6647040863986841e-06
675 9.882116859663409 23.37540156636083 5.560954398997164e-07 1.707959823397129e-06
676 9.742049262691566 23.413834140766983 5.366969798422316e-07 1.7508813325816915e-06
677 9.601692305235131 23.453389194686466 5.165455629097286e-07 1.7933527640584578e-06
678 9.461122113327182 23.494118774655224 4.956739317671778e-07 1.8352332575026671e-06
679 9.320420058032413 23.536077528745995 4.7401860044779726e-07 1.8766079134872838e-06
680 9.179673061252721 23.579322826804926 4.5150820067151325e-07 1.9175568508184287e-06
681 9.038973595727194 23.623914760451584 4.281768127771101e-07 1.957915858972017e-06
682 8.898419902606589 23.6699161868061 4.040506868560709e-07 1.99755434054981e-06
683 8.758116711986323 23.7173928934865 3.791091477491792e-07 2.036448434078789e-06
684 8.618175104445182 23.76641355711658 3.5332975361016135e-07 2.074569503032861e-06
685 8.478712656682497 23.817049751189327 3.2668847330330703e-07 2.111883465792121e-06
686 8.339853474448253 23.869375935575466 2.991598144413759e-07 2.1483502790513092e-06
687 8.201728539897207 23.923469414317488 2.7071697264429556e-07 2.183923413568486e-06
688 8.064475658305835 23.979410218581183 2.413320034119992e-07 2.2185493238731846e-06
689 7.928239233162327 24.037280908533827 2.1097699711535706e-07 2.2521656899116655e-06
690 7.793170213230501 24.097166464728645 1.7968654127641093e-07 2.2846279246509357e-06
691 7.659426109725869 24.15915403548238 1.4748899963094582e-07 2.3158075627767623e-06
692 7.527170335949422 24.223332438236294 1.1429183315407723e-07 2.345725355598887e-06
693 7.396571741995388 24.289791815150483 8.005678008029767e-08 2.374319023390036e-06
694 7.267804258850655 24.35862324835383 4.484312428598217e-08 2.401409177067303e-06
695 7.141046174857871 24.4299180736957 8.660369655755267e-09 2.426885221524155e-06
696 7.016478768602143 24.503766956372775 -2.8522949715680104e-08 2.4506776933615844e-06
697 6.89428572245548 24.580259434089438 -6.673941951731657e-08 2.472705140218784e-06
698 6.774651854500853 24.659482879643445 -1.0602231060001798e-07 2.4928732656068426e-06
699 6.6577613229341726 24.741521257492458 -1.464050928351019e-07 2.5110740872021564e-06
700 6.543796460831786 24.826454291527533 -1.8791198230186135e-07 2.5271802098703533e-06
701 6.432936114730237 24.914356232966323 -2.3048660124508618e-07 2.541012238926237e-06
702 6.3253534457601095 25.005294320277883 -2.7410976532205993e-07 2.5524153772958852e-06
703 6.221214494307708 25.09932775485113 -3.1887498256804117e-07 2.5612920923420582e-06
704 6.120676203295679 25.19650630163203 -3.647592629911481e-07 2.5674699985078634e-06
705 6.02388423604724 25.296868723969997 -4.1168648902867484e-07 2.570751033577367e-06
706 5.930971652966417 25.400441811073225 -4.5966914463907525e-07 2.5709817628019388e-06
707 5.842057024859331 25.50723904841464 -5.087397971998889e-07 2.5679997925126454e-06
708 5.757242911419949 25.617259415030553 -5.589284020315801e-07 2.561619439111649e-06
709 5.676615045996309 25.73048672271502 -6.102599679243807e-07 2.551630724159041e-06
710 5.600241203409192 25.846888751846688 -6.626804012228052e-07 2.537803148618188e-06
711 5.528170944328412 25.966416777522095 -7.161204595537203e-07 2.5199011447745584e-06
712 5.4604356426403085 26.089005434286967 -7.706127820166517e-07 2.4976845073593906e-06
713 5.397048565627965 26.21457257242347 -8.261233850620503e-07 2.4709008617561454e-06
714 5.338006342431269 26.343019812131374 -8.825422118097757e-07 2.43929598668733e-06
715 5.283289778970334 26.47423287690569 -9.398357213768257e-07 2.402603741213363e-06
716 5.232865391707714 26.60808229698141 -9.980096972878603e-07 2.3605252368485053e-06
717 5.1866878731384825 26.744424576847695 -1.0570579213567844e-06 2.312724953914961e-06
718 5.144702276036248 26.88310329195042 -1.1169018314524594e-06 2.258866181673578e-06
719 5.1068457936703595 27.02394995964026 -1.1774064640176823e-06 2.1986209378955244e-06
720 5.073051088761328 27.166785691391414 -1.2384983584615172e-06 2.131614843865217e-06
721 5.043248886919372 27.311422509734225 -1.300074870257649e-06 2.0574734007860985e-06
722 5.017369664641743 27.45766418784156 -1.3619530793152737e-06 1.9758557604151474e-06
723 4.995346988202779 27.60530795813899 -1.42400763316914e-06 1.8863601340083779e-06
724 4.977119674159817 27.75414561016544 -1.4861546972473139e-06 1.7885044670589096e-06
725 4.962633069369788 27.903964151510646 -1.5482495859978713e-06 1.6817979165731595e-06
726 4.95184164041236 28.054547299958884 -1.6100441465393767e-06 1.5658127487349878e-06
727 4.9447101617249265 28.205676229894937 -1.6713027525359773e-06 1.440063002116341e-06
728 4.941214429943234 28.357130062490565 -1.7317916046378384e-06 1.3040255477019338e-06
729 4.941342541460996 28.50868707223218 -1.7911461106565431e-06 1.157318749181349e-06
730 4.945094952765044 28.660125256118032 -1.8490258504215505e-06 9.994880785716537e-07
731 4.952484443326988 28.811222756990293 -1.9051515096336045e-06 8.299071325579689e-07
732 4.963535983288457 28.9617589874097 -1.9591743733296855e-06 6.4792830272589e-07
733 4.978285598570205 29.111515265026252 -2.0105987204329756e-06 4.530805788117206e-07
734 4.996779574039524 29.26027535012907 -2.058865652010671e-06 2.449283741825354e-07
735 5.019072970828072 29.407826724347817 -2.1034296761276484e-06 2.2926047296876963e-08
736 5.045227453210612 29.553961512032757 -2.1436257798556648e-06 -2.1326292579483053e-07
737 5.075309857783807 29.698477229683643 -2.178737942475198e-06 -4.6396526601102765e-07
738 5.109389624085578 29.841178330883995 -2.2080527016396186e-06 -7.297089611049234e-07
739 5.147535991118858 29.981877434077795 -2.2307389487715953e-06 -1.0109336258598827e-06
740 5.189816209238304 30.12039622906153 -2.2458085330289703e-06 -1.3077633109162843e-06
741 5.236292455189065 30.256567153663216 -2.25218027829688e-06 -1.620195282043467e-06
742 5.287019043538878 30.39023467157918 -2.248707990282824e-06 -1.9481504135229817e-06
743 5.342040722079545 30.521256125435702 -2.2341338640782078e-06 -2.2912427050879834e-06
744 5.401389890067716 30.649503175518266 -2.207104493006913e-06 -2.6490289299736997e-06
745 5.465084552271588 30.77486270413074 -2.1661470220834243e-06 -3.0209728499902176e-06
746 5.533127222031281 30.89723731657 -2.109631679794819e-06 -3.405959882902091e-06
747 5.605503183111106 31.016546153254623 -2.035803565764117e-06 -3.8023779667981745e-06
748 5.682179798899243 31.132725002065534 -1.942819213188472e-06 -4.2082454165866815e-06
749 5.76310628579457 31.24572629105258 -1.8287596094891163e-06 -4.620940908776206e-06
750 5.848213465672419 31.35551901693838 -1.6916092788000006e-06 -5.037296322518483e-06
751 5.937414493099392 31.462088027303388 -1.5292532356069412e-06 -5.453540509708257e-06
752 6.030605622232058 31.565433358428002 -1.3395490636611366e-06 -5.864823256220746e-06
753 6.127667140935193 31.665569509796473 -1.1204122010771749e-06 -6.265134577227653e-06
754 6.228465047513714 31.762524182207795 -8.698566146061879e-07 -6.647448718162703e-06
755 6.332852915862741 31.85633688044058 -5.860652977231654e-07 -7.00352574458765e-06
756 6.4406730351717485 31.947058109697615 -2.675099702137521e-07 -7.323647108231716e-06
757 6.551758751449257 32.03474773649165 8.689394529036323e-08 -7.596508175998067e-06
758 6.665936505162958 32.11947349160131 4.776137572917979e-07 -7.809162093117716e-06
759 6.783027161354069 32.201310035025635 9.04286439369023e-07 -7.946989585701708e-06
760 6.902848136209794 32.2803374786758 1.36544095604676e-06 -7.993658861174877e-06
761 7.025215199444684 32.35664005195245 1.8582184148842977e-06 -7.931240871620395e-06
762 7.149943616315523 32.43030528648478 2.3780404865519195e-06 -7.740473399502952e-06
763 7.276849796343692 32.50142283616266 2.9181852926559727e-06 -7.4011640767507135e-06
764 7.405752596307021 32.570083474108564 3.4693806829547503e-06 -6.892839186030698e-06
765 7.536474096198704 32.63637851060112 4.0194602324492374e-06 -6.195643001508826e-06
766 7.668840674415267 32.7003989689912 4.552938291546476e-06 -5.291637983152751e-06
767 7.802683810221971 32.7622349122675 5.0506635241791305e-06 -4.166515175425527e-06
768 7.937840481449254 32.8219751040499 5.489760462091069e-06 -2.811561271404439e-06
769 8.074153713230896 32.87970651893274 5.8436693427057e-06 -1.2262307373779192e-06
770 8.211472965086584 32.93551393691858 6.0825009971324725e-06 5.788341548841841e-07
771 8.3496542652905 32.98947978789349 6.173957555565557e-06 2.5788213778537344e-06
772 8.488560359910077 33.041683915695096 6.084736547038443e-06 4.731468821684822e-06
773 8.628060748249716 33.09220341372068 5.782610260660131e-06 6.973990653289879e-06
774 8.768031696199872 33.14111253228627 5.239281105995203e-06 9.221095976213453e-06
775 8.908356137956392 33.188482649644364 4.43397506214139e-06 1.1364096299563242e-05
776 9.04892353837246 33.23438222842263 3.3576884540057335e-06 1.3272067140249772e-05
777 9.189629646187212 33.27887684770486 2.0177829867747085e-06 1.4796084288603046e-05
778 9.330376425827746 33.3220292087145 4.4258848399731147e-07 1.5776749289638873e-05
779 9.471071821736967 33.36389919441574 -1.3146723122301675e-06 1.6055729367578576e-05
780 9.611629509823162 33.40454390920523 -3.173491858528812e-06 1.5491391955715203e-05
781 9.751968511409972 33.4440178286945 -5.026021080733698e-06 1.3977734364079223e-05
782 9.892013012058348 33.48237286508548 -6.740332846977363e-06 1.1465366376948046e-05
783 10.031692329823018 33.51965837989199 -8.167740601159011e-06 7.982192154128606e-06
784 10.170940415892835 33.55592136021522 -9.154467776668177e-06 3.6505783237304715e-06
785 10.309695783234238 33.59120641853923 -9.557371250391191e-06 -1.3025345855752178e-06
786 10.447900961706818 33.62555605404456 -9.262646779520634e-06 -6.546324210683336e-06
787 10.585502356357539 33.659010715288645 -8.20559483837258e-06 -1.1660977575844493e-05
788 10.722450247420724 33.6916088002058 -6.3886859573666875e-06 -1.6168072592491678e-05
789 10.858698639819668 33.723386720267165 -3.89474459249284e-06 -1.9575888377183945e-05
790 10.994204612339598 33.754379148432896 -8.919926559090182e-07 -2.1436791705802197e-05
791 11.128928495884258 33.78461894971088 2.371633751757597e-06 -2.1410115887790046e-05
792 11.262833331867261 33.814137457072256 5.586332490017971e-06 -1.9322112990398724e-05
793 11.395884819263214 33.842964495991446 8.410121318936927e-06 -1.5213368126722544e-05
794 11.52805131460773 33.87112838444616 1.0507848102268389e-05 -9.363852678898915e-06
795 11.65930378818381 33.89865595289053 1.1595189402638985e-05 -2.2880650466631334e-06
796 11.78961522195898 33.925572801190725 1.1481597359758447e-05 5.303525305432155e-06
797 11.918960776973533 33.95190321436592 1.0105454182424955e-05 1.2575666933372014e-05
798 12.047317470976623 33.977670351695004 7.5551424068179846e-06 1.866549122861256e-05
799 12.174664053994615 34.00289630801969 4.071112955879668e-06 2.2793890395885823e-05
800 12.300981008331092 34.02760211374451 2.664781656904066e-08 2.4375876652254935e-05
801 12.42625054856685 34.05180773483676 -4.111842332130626e-06 2.3113142054884837e-05
802 12.55045635472854 34.07553219844379 -7.84084437666546e-06 1.9053462565531582e-05
803 12.673583396067828 34.09879365550286 -1.0684988364587549e-05 1.2605474449446309e-05
804 12.795617981863066 34.12160938394475 -1.2262512302003878e-05 4.503487002941122e-06
805 12.916547514899362 34.14399592234444 -1.2341267774525151e-05 -4.275564148411582e-06
806 13.036360491247372 34.165969070032176 -1.0876516438364511e-05 -1.263353199599962e-05
807 13.155046500263293 34.18754388709351 -8.02409318482319e-06 -1.949489354146507e-05
808 13.272596215320444 34.20873469925068 -4.125935546394811e-06 -2.39530443964205e-05
809 13.389001097685643 34.22955524362261 3.3092438880297245e-07 -2.539787799684505e-05
810 13.50425348583758 34.25001860796093 4.776854851702956e-06 -2.360556371076412e-05
811 13.61834648392997 34.270137315189615 8.635158666547646e-06 -1.877659795196987e-05
812 13.731273856796799 34.28992338310325 1.1400076204331666e-05 -1.1515429859534961e-05
813 13.84303002995232 34.309388324367035 1.2706145085764468e-05 -2.7535617953126413e-06
814 13.95361008959106 34.32854314651679 1.2378847380311504e-05 6.373638317552408e-06
815 14.063009782587814 34.347398351958944 1.0459157173989404e-05 1.4679374369439989e-05
816 14.171225373588339 34.365964015392535 7.198362357458342e-06 2.1085490474272097e-05
817 14.278253570371673 34.38424980809671 3.0238040024270415e-06 2.4767502463819353e-05
818 14.384091609422226 34.40226496607388 -1.5195233110011104e-06 2.5264106789708838e-05
819 14.488737102511296 34.4200183858865 -5.843083085439046e-06 2.253580836546415e-05
820 14.592188036167496 34.43751862496398 -9.394055745683818e-06 1.6964944155281608e-05
821 14.69444277167676 34.45477390160265 -1.1728449041673786e-05 9.297943559560054e-06
822 14.79550004508234 34.47179209496577 -1.2567875707385106e-05 5.389550202788697e-07
823 14.895358967184801 34.48858074508356 -1.1832423311269743e-05 -8.18912280670831e-06
824 14.994018914757728 34.50514711728639 -9.645610774312172e-06 -1.5795736358601333e-05
825 15.091479489561417 34.5214982118258 -6.3116189457701735e-06 -2.136441749121494e-05
826 15.187740604529973 34.53764072400889 -2.269016109430035e-06 -2.426565523219836e-05
827 15.282802364732898 34.5535811256176 1.9715743387897792e-06 -2.4226272521018767e-05
828 15.376665066911004 34.56932566520305 5.89643215093105e-06 -2.1347754521571125e-05
829 15.469329199476409 34.584880368085535 9.05433283477215e-06 -1.6073682934665627e-05
830 15.560795442512541 34.60025103635455 1.1109879540532462e-05 -9.113795906919597e-06
831 15.651064667774136 34.61544324886874 1.1878006407430805e-05 -1.3381103948015424e-06
832 15.740137938666903 34.63046236127038 1.1336237272956562e-05 6.342067153346934e-06
833 15.828016411231431 34.645313571450366 9.614830036525594e-06 1.308884578863903e-05
834 15.914701351903254 34.66000189336927 6.968124507524706e-06 1.8232752011407716e-05
835 16.000194184988622 34.67453213723432 3.732800969390398e-06 2.133700915503181e-05
836 16.08449641384995 34.68890896978966 2.8013539108421564e-07 2.222563207447243e-05
837 16.16760962090584 34.70313691431628 -3.030624829325988e-06 2.0975651122933364e-05
838 16.24953546763104 34.7172203506321 -5.891682778085005e-06 1.7879016853065668e-05
839 16.33027569455649 34.731163515091886 -8.074592736224884e-06 1.3383354039677929e-05
840 16.409832121269297 34.74497050058732 -9.444671364413007e-06 8.022308428305487e-06
841 16.488206646412724 34.75864525654697 -9.962124212712555e-06 2.3462930542640162e-06
842 16.565401247686225 34.77219158893628 -9.671924863335598e-06 -3.1375093867680234e-06
843 16.64141792153175 34.785613207202864 -8.685726548003312e-06 -8.010058147832442e-06
844 16.71625867450268 34.798913717622185 -7.1595868394218176e-06 -1.1967261045036027e-05
845 16.789925595484394 34.81209657438674 -5.271046532265299e-06 -1.4829069805615149e-05
846 16.862420787098593 34.82516514215459 -3.198469915941407e-06 -1.6533507488548125e-05
847 16.93374636533768 34.83812269635634 -1.10466819318158e-06 -1.7119503631390982e-05
848 17.00390445956478 34.850972423195216 8.743608716374216e-07 -1.6703191401902485e-05
849 17.07289721251375 34.86371741964697 2.6354496399012324e-06 -1.5451949527252058e-05
850 17.140726780289153 34.87636069345994 4.109657074004701e-06 -1.3559619980129569e-05
851 17.207395332366282 34.888905163155044 5.260198271399775e-06 -1.1225169068857959e-05
852 17.27290505159114 34.901353658025776 6.077924811163179e-06 -8.636324355407811e-06
853 17.337258134180466 34.913708918138184 6.575519447350199e-06 -5.958489148543308e-06
854 17.400456785980705 34.92597359821826 6.781417379288949e-06 -3.328226676953296e-06
855 17.462503152972275 34.938150332668506 6.734053197846288e-06 -8.510495888512637e-07
856 17.52339939701956 34.950241647078755 6.476898142473974e-06 1.3976444181598054e-06
857 17.583147680676774 34.96224998847365 6.0544753729874475e-06 3.369905234974973e-06
858 17.64175014434318 34.974177751311 5.509457444899447e-06 5.041085201162424e-06
859 17.699208906263078 34.98602727748173 4.880736354788018e-06 6.4051985276047395e-06
860 17.755526062525814 34.997800856309944 4.202230065034128e-06 7.47056844460189e-06
861 17.81070368706577 35.00950072455285 3.5024379151456957e-06 8.255654016208562e-06
862 17.864743831662388 35.02112906640083 2.804459593532142e-06 8.785471781858946e-06
863 17.917648525940127 35.0326880134774 2.1262492831001432e-06 9.088755519366651e-06
864 17.969419777368508 35.04417964483921 1.4811831593256968e-06 9.195682744499644e-06
865 18.020059571262088 35.055605986976055 8.786869292824593e-07 9.136201224770491e-06
866 18.069569870780466 35.06696901381089 3.248239064349751e-07 8.938854747416673e-06
867 18.117952616928285 35.0782706466998 -1.770406394852278e-07 8.630044472383625e-06
868 18.16520972233582 35.08951276415011 -6.256607878088918e-07 8.233612110266568e-06
869 18.211343025477454 35.10069726128952 -1.0214500172982697e-06 7.770612457992676e-06
870 18.256354356970146 35.11182593637716 -1.3660296786907524e-06 7.259322005269853e-06
871 18.300245517843422 35.12290054344033 -1.6618601668700738e-06 6.715374588448888e-06
872 18.343018269936856 35.13392280911775 -1.911975909885214e-06 6.1519195982279184e-06
873 18.384674335900066 35.14489443265952 -2.119752298388025e-06 5.5798444426689294e-06
874 18.42521539919272 35.155817085927175 -2.28872108714784e-06 5.008026534830116e-06
875 18.464643104084537 35.16669241339364 -2.422442957533417e-06 4.443583235371014e-06
876 18.50295905565528 35.177522032143244 -2.5244135991730766e-06 3.892143598670365e-06
877 18.54016481979476 35.188307531871736 -2.5979937552491944e-06 3.358055765605225e-06
878 18.576261923202846 35.199050474886256 -2.6463570218741427e-06 2.8445109345750732e-06
879 18.61125185338944 35.209752396105365 -2.672464297525371e-06 2.353773619487904e-06
880 18.645136058674503 35.22041480305902 -2.679058052193348e-06 1.8874162243274489e-06
881 18.67791594818804 35.23103917588858 -2.6686661526038587e-06 1.4464538310181684e-06
882 18.709592891870106 35.24162696734683 -2.6435878226190664e-06 1.0313621662080857e-06
883 18.740168220470803 35.25217960279795 -2.6058669909263506e-06 6.420857317901142e-07
884 18.76964322555028 35.262698480217516 -2.5573499932205043e-06 2.783163331939801e-07
885 18.798019159478734 35.273184970192524 -2.4997109030886117e-06 -6.04110108377734e-08
886 18.825297217105476 35.283640468754975 -2.4344488817247024e-06 -3.7474809863567173e-07
887 18.8514785364507 35.29406635934822 -2.3629263318725928e-06 -6.654376442865548e-07
888 18.87656422597665 35.3044639494348 -2.286298343772455e-06 -9.334472896285935e-07
889 18.90055534874581 35.314834536855784 -2.205519097444388e-06 -1.1798978789046867e-06
890 18.92345292237949 35.32517940997291 -2.1214995761791196e-06 -1.4057846123637725e-06
891 18.945257919057834 35.335499847668565 -2.0350754382018855e-06 -1.6120740081947658e-06
892 18.965971265519837 35.34579711934577 -1.9469441962800924e-06 -1.799802046206035e-06
893 18.985593843063324 35.3560724849282 -1.8577468089957673e-06 -1.969965050247093e-06
894 19.004126487544962 35.366327194860176 -1.7679944426990434e-06 -2.1235960621265025e-06
895 19.021569989380257 35.376562490106664 -1.6780548912983953e-06 -2.2617518966098994e-06
896 19.037925093543553 35.38677960215328 -1.5883256576547183e-06 -2.3853600757498005e-06
897 19.053192499568034 35.39697975300629 -1.499185403310184e-06 -2.4952894360874382e-06
898 19.067372861545717 35.40716415519259 -1.4109158370129724e-06 -2.5924105856246814e-06
899 19.080466788127467 35.41733401175974 -1.323798711773275e-06 -2.6775376296087213e-06
900 19.092474842522982 35.427490516275945 -1.2380412222705826e-06 -2.751466238498331e-06
901 19.103397542500797 35.437634852830044 -1.1537299114120132e-06 -2.8149731550274992e-06
902 19.113235360388288 35.44776819603154 -1.0709954648594166e-06 -2.8687569602951182e-06
903 19.121988723071674 35.45789171101056 -9.899944634771427e-07 -2.9134683313765592e-06
904 19.129658011996003 35.46800655341791 -9.108110327727363e-07 -2.9497323080677302e-06
905 19.13624356316517 35.47811386942501 -8.335481897818003e-07 -2.9781393362053317e-06
906 19.141745667141905 35.48821479572394 -7.582970409990384e-07 -2.9992527849047193e-06
907 19.14616456876729 35.498310461208554 -6.850528171291673e-07 -3.013597715921469e-06
908 19.14950045340926 35.508402052560086 -6.137809946265776e-07 -3.021642094630094e-06
909 19.151753457502355 35.51849072360879 -5.445191110711931e-07 -3.0238410666456384e-06
910 19.152923675596192 35.52857759720007 -4.773118380661207e-07 -3.02063215485782e-06
911 19.153011155891498 35.538663800575925 -4.121324776626379e-07 -3.0124029351601632e-06
912 19.152015900240144 35.548750465374965 -3.490048819484251e-07 -2.9995444748630935e-06
913 19.14993786414512 35.558838727632406 -2.879504005645789e-07 -2.9824337202422903e-06
914 19.146776956760533 35.568929727780066 -2.2891204093231147e-07 -2.9613851355230836e-06
915 19.142533040891635 35.57902461064638 -1.7181726260012955e-07 -2.936665094825609e-06
916 19.13720593299479 35.589124525456384 -1.1663680676729472e-07 -2.908547685378745e-06
917 19.130795403177498 35.59923062583173 -6.338230192883194e-08 -2.877333223379316e-06
918 19.12330117519838 35.60934406979065 -1.2013077427364496e-08 -2.8432620758382307e-06
919 19.114722926467188 35.619466019748025 3.7515460267774885e-08 -2.8065537918166034e-06
920 19.105060288044797 35.62959764251531 8.519736355866938e-08 -2.767472955144106e-06
921 19.09431284464321 35.639740109300575 1.3106261056706654e-07 -2.7262408897617925e-06
922 19.082480134625555 35.64989459570851 1.7518145825187108e-07 -2.683014452977729e-06
923 19.06956165000609 35.66006228174039 2.1762175272345885e-07 -2.6379256978530563e-06
924 19.055556836450197 35.67024435179412 2.584311653478809e-07 -2.5911146184690427e-06
925 19.04046509327439 35.68044199466419 2.9760988069379936e-07 -2.542793184950518e-06
926 19.024285773446298 35.69065640354172 3.351893714776083e-07 -2.493118524893301e-06
927 19.00701818358469 35.70088877601442 3.712436551112921e-07 -2.4421605342679685e-06
928 18.98866158812489 35.71114033505834 4.0578358716865555e-07 -2.3900917535368523e-06
929 18.96921521370596 35.72141237389108 4.3881891212575806e-07 -2.337088929500145e-06
930 18.948678219819737 35.7317061141776 4.7040507621809316e-07 -2.2832383828136566e-06
931 18.927049720738808 35.74202278735603 5.005970029695197e-07 -2.2286080455667027e-06
932 18.904328787990757 35.75236364553672 5.294461560435956e-07 -2.173253192206846e-06
933 18.880514450358152 35.76272996150227 5.569970350310872e-07 -2.11722730526087e-06
934 18.855605693878548 35.7731230287075 5.832566363808385e-07 -2.0606824908056954e-06
935 18.829601461844486 35.78354416127949 6.082432745162865e-07 -2.0037437295212612e-06
936 18.802500654803502 35.79399469401753 6.320260711019051e-07 -1.9463805427020705e-06
937 18.77430213055811 35.80447598239317 6.546318833680555e-07 -1.8886700536179164e-06
938 18.74500470416581 35.814989402550175 6.760623209928673e-07 -1.8307688493007681e-06
939 18.714607147939113 35.82553635130457 6.963514207065349e-07 -1.77274101023498e-06
940 18.683108191445484 35.83611824614459 7.155400843766445e-07 -1.7146167397896002e-06
941 18.6505065215074 35.84673652523074 7.336663803832416e-07 -1.6564197539233505e-06
942 18.61680078220232 35.85739264739572 7.507654791255526e-07 -1.5981680266221915e-06
943 18.58198957486268 35.868088092144504 7.668696126675192e-07 -1.539874506284011e-06
944 18.546071458075918 35.878824359654274 7.820023772957415e-07 -1.481581501384e-06
945 18.509044947684455 35.88960297077447 7.961702670739154e-07 -1.4234328761912889e-06
946 18.4709085167857 35.90042546702676 8.09401135912544e-07 -1.3654643213056319e-06
947 18.43166059573204 35.91129341060504 8.21744272946521e-07 -1.3075662124268045e-06
948 18.391299572130865 35.92220838437546 8.332129274982755e-07 -1.2498179464898239e-06
949 18.349823794206255 35.933171998477135 8.438139663421009e-07 -1.1923531904998888e-06
950 18.30723161473259 35.94418598288839 8.535748089579594e-07 -1.1351922895066731e-06
951 18.263521309560083 35.95525203413642 8.625226287790324e-07 -1.0783428485523967e-06
952 18.218691106579893 35.9663718582481 8.706825872750431e-07 -1.0218097690397482e-06
953 18.172739205447453 35.977547207527714 8.780778506844501e-07 -9.655956405543102e-07
954 18.125663777582464 35.9887798805569 8.847296161623415e-07 -9.097011142930475e-07
955 18.0774629661689 36.00007172219467 8.906571465108456e-07 -8.541252582344104e-07
956 18.02813488615501 36.01142462357742 8.958778126119302e-07 -7.988658974346206e-07
957 17.977677624253303 36.02284052211893 9.004054172253662e-07 -7.440128299150732e-07
958 17.926089238940573 36.03432140151036 9.042563788632112e-07 -6.89678898665766e-07
959 17.873367760457874 36.04586929172023 9.074539946232773e-07 -6.357543771086285e-07
960 17.819511190810534 36.057486268994445 9.100152711776768e-07 -5.821384683856923e-07
961 17.764517503768158 36.06917445585629 9.119508148339628e-07 -5.289536866932756e-07
962 17.708384644864612 36.08093602110642 9.132760707940019e-07 -4.762918554856207e-07
963 17.651110531398043 36.09277317982288 9.140091577993273e-07 -4.24152256367529e-07
964 17.59269305243086 36.10468819336107 9.141669160058906e-07 -3.725331247546112e-07
965 17.53313006878975 36.116683369353794 9.137649362292769e-07 -3.214318463435012e-07
966 17.47241944059972 36.12876109313103 9.12817592745507e-07 -2.7084514341088465e-07
967 17.41055906561893 36.14092387543449 9.113380792979335e-07 -2.2076925108841417e-07
968 17.347546752822236 36.153174207843215 9.093384480134852e-07 -1.7120008408864288e-07
969 17.283380311311884 36.16551465932237 9.068296509131364e-07 -1.2213339381656472e-07
970 17.218057557830036 36.17794788461663 9.038215837439234e-07 -7.356491593172557e-08
971 17.151576316758778 36.19047662425016 9.003231319088933e-07 -2.549050908702945e-08
972 17.083934420120112 36.20310370452664 8.963436526962651e-07 2.208304448258016e-08
973 17.015129707575976 36.215832037529246 8.919137439099517e-07 6.900092498280308e-08
974 16.945160026428212 36.22866462112066 8.870536599118344e-07 1.1521952457760136e-07
975 16.87402323161859 36.241604538943065 8.817389529908052e-07 1.6100698764959535e-07
976 16.80171718572881 36.25465496041815 8.759682477900584e-07 2.064022265684765e-07
977 16.72823975898048 36.26781914074711 8.697719764474152e-07 2.5122541343660905e-07
978 16.653588829235133 36.28110042091062 8.631681374559794e-07 2.9542546039741874e-07
979 16.57776228581846 36.29450223093216 8.561672786858371e-07 3.3900630454285034e-07
980 16.50075814112636 36.308028185971224 8.487792293610658e-07 3.8197205500802803e-07
981 16.4225743856 36.32168196372826 8.41013124498898e-07 4.243269077848131e-07
982 16.34320903061578 36.335467338721216 8.328774304155236e-07 4.660750651933922e-07
983 16.26266016753113 36.34938823226271 8.243799711899467e-07 5.072206599650319e-07
984 16.180925967684512 36.36344871246005 8.155279559997038e-07 5.477676836963363e-07
985 16.09800468239539 36.37765299421517 8.063280071735654e-07 5.877199198266333e-07
986 16.013894642964267 36.3920054392247 7.967861889607319e-07 6.270808806779749e-07
987 15.928594260672662 36.406510555979935 7.86908036857581e-07 6.658537487492762e-07
988 15.842102026783117 36.42117299976683 7.766985874280521e-07 7.040413221150806e-07
989 15.754416512539196 36.43599757266602 7.661624086079642e-07 7.416459635957765e-07
990 15.665536369165483 36.45098922355277 7.553036303009576e-07 7.786695540631786e-07
991 15.575460428843552 36.46615312040537 7.441259753048727e-07 8.151134494093024e-07
992 15.484187680311468 36.48149463236769 7.326327905325713e-07 8.509784410451384e-07
993 15.39171717040211 36.49701925883358 7.208274858536352e-07 8.862637164775474e-07
